Listing_ID,Product_ID,Product_Category,Product_Name,Brand,Condition,Market_Value_INR,Listing_Price_INR,Seller_Type,Buyer_Type,Platform,Refurbished,Refurbishment_Cost_INR,Repair_Count,Product_Age_Months,Usage_Hours,Warranty_Status,Return_Status,Region,City,Customer_Rating,Final_Disposition
LISTING_00295,PRD00295,Smartphones,OnePlus,Apple,Good,11220,5360,Individual,Individual,EchoChain Marketplace,No,0,2,36,8995,Extended,Not Returned,North,Lucknow,3.9,Refurbished
LISTING_00296,PRD00296,Laptops,Pavilion,Apple,Good,79690,52750,Individual,Individual,OLX,Yes,17260,2,51,642,Expired,Not Returned,South,Bengaluru,3.9,Resold
LISTING_00297,PRD00297,Smartphones,Xperia,Apple,Good,68240,64400,Individual,Individual,Cashify,No,0,2,32,6063,Extended,Not Returned,South,Hyderabad,3.6,Resold
LISTING_00298,PRD00298,Smartphones,Galaxy S Series,Sony,Fair,64380,32380,Business,Individual,Cashify,No,0,0,57,2037,Expired,Not Returned,West,Mumbai,3.4,Resold
LISTING_00299,PRD00299,Smartphones,Galaxy S Series,Sony,Fair,98580,24890,Individual,Individual,OLX,No,0,1,50,7523,Expired,Not Returned,North,Delhi,3.0,Recycled
LISTING_00300,PRD00300,Home Appliances,Washing Machine,LG,Fair,38180,21070,Individual,Individual,EchoChain Marketplace,Yes,3370,1,20,8086,Expired,Not Returned,South,Bengaluru,5.0,Refurbished
LISTING_00301,PRD00301,Cameras,DSLR,Panasonic,Like New,196170,92890,Individual,Individual,Amazon Renewed,No,0,1,51,2523,Expired,Not Returned,East,Kolkata,5.0,Resold
LISTING_00302,PRD00302,Laptops,ThinkPad,Apple,Good,72320,43880,Individual,Individual,Cashify,No,0,0,36,8503,Expired,Not Returned,East,Ranchi,3.5,Refurbished
LISTING_00303,PRD00303,Laptops,MacBook Air,Apple,Good,44520,21860,Individual,Individual,Cashify,No,0,0,59,4057,Expired,Not Returned,West,Nagpur,4.6,Recycled
LISTING_00304,PRD00304,Smartphones,OnePlus,OnePlus,Good,72440,53950,Individual,Individual,Cashify,No,0,1,34,1620,Expired,Not Returned,West,Ahmedabad,4.5,Refurbished
LISTING_00305,PRD00305,Furniture,Dining Set,Wakefit,Good,8350,5870,Business,Individual,Local Dealer,No,0,0,38,8050,Extended,Not Returned,North,Delhi,3.6,Resold
LISTING_00306,PRD00306,Smartphones,Xperia,Google,Good,35440,13590,Business,Individual,Amazon Renewed,No,0,1,57,472,Expired,Not Returned,South,Chennai,3.7,Landfill
LISTING_00307,PRD00307,Furniture,Sofa,Godrej,Fair,8240,5750,Business,Individual,EchoChain Marketplace,No,0,0,12,8283,Active,Not Returned,South,Chennai,3.9,Refurbished
LISTING_00308,PRD00308,Cameras,Action Camera,Canon,Fair,52320,27030,Individual,Individual,OLX,Yes,9520,1,19,511,Expired,Not Returned,East,Ranchi,4.0,Refurbished
LISTING_00309,PRD00309,Gaming,Monitor,Meta,Fair,15560,7600,Business,Business,EchoChain Marketplace,No,0,0,36,11087,Expired,Not Returned,North,Delhi,3.2,Recycled
LISTING_00310,PRD00310,Smartphones,Xperia,Google,Good,21940,15240,Individual,Individual,OLX,Yes,5160,1,37,5607,Expired,Not Returned,West,Surat,5.0,Landfill
LISTING_00311,PRD00311,Smartphones,OnePlus,OnePlus,Good,68350,42040,Individual,Individual,Cashify,No,0,1,18,1075,Expired,Not Returned,West,Surat,3.1,Refurbished
LISTING_00312,PRD00312,Laptops,Inspiron,Dell,Good,35500,22560,Business,Individual,Cashify,No,0,0,56,8632,Extended,Not Returned,South,Chennai,4.0,Resold
LISTING_00313,PRD00313,Smartphones,Xperia,Apple,Like New,111990,94590,Individual,Individual,OLX,No,0,0,3,5504,Active,Not Returned,East,Kolkata,4.7,Resold
LISTING_00314,PRD00314,Smartphones,OnePlus,Sony,Good,45600,17910,Individual,Business,OLX,No,0,3,40,2398,Expired,Not Returned,West,Mumbai,3.7,Resold
LISTING_00315,PRD00315,Laptops,MacBook Air,Acer,Fair,66970,30480,Individual,Individual,Local Dealer,No,0,0,13,4408,Expired,Not Returned,North,Lucknow,3.0,Resold
LISTING_00316,PRD00316,Smartphones,Pixel,Apple,Good,55360,29180,Individual,Individual,OLX,No,0,2,35,6006,Expired,Not Returned,West,Surat,3.3,Recycled
LISTING_00317,PRD00317,Laptops,MacBook Air,Apple,Good,74020,54140,Individual,Individual,Local Dealer,No,0,2,41,9587,Expired,Not Returned,West,Surat,4.3,Recycled
LISTING_00318,PRD00318,Laptops,Inspiron,Apple,Like New,43710,28990,Individual,Individual,EchoChain Marketplace,No,0,0,50,4960,Expired,Not Returned,East,Ranchi,4.2,Resold
LISTING_00319,PRD00319,Home Appliances,Refrigerator,LG,Good,58660,43160,Individual,Individual,Amazon Renewed,Yes,5520,1,3,9689,Active,Not Returned,West,Mumbai,4.3,Resold
LISTING_00320,PRD00320,Furniture,Sofa,Wakefit,Fair,21290,8230,Individual,Individual,Facebook Marketplace,Yes,960,1,58,10432,Expired,Not Returned,East,Ranchi,2.9,Resold
LISTING_00321,PRD00321,Fashion,Watch,Nike,Like New,1830,1470,Individual,Individual,OLX,No,0,2,12,9377,Active,Not Returned,South,Bengaluru,4.3,Resold
LISTING_00322,PRD00322,Fashion,Backpack,Fossil,Like New,21110,10660,Individual,Individual,EchoChain Marketplace,Yes,1540,3,54,6702,Expired,Not Returned,North,Jaipur,3.5,Resold
LISTING_00323,PRD00323,Laptops,ThinkPad,Apple,Good,92080,53410,Individual,Individual,Amazon Renewed,Yes,21800,0,39,1308,Expired,Not Returned,North,Jaipur,4.9,Refurbished
LISTING_00324,PRD00324,Gaming,Monitor,ASUS,Poor,42880,20390,Business,Individual,EchoChain Marketplace,No,0,2,12,2823,Active,Not Returned,East,Patna,3.8,Recycled
LISTING_00325,PRD00325,Smartphones,Pixel,Sony,Good,78190,28780,Individual,Business,EchoChain Marketplace,Yes,8800,0,53,6955,Expired,Not Returned,East,Bhubaneswar,5.0,Recycled
LISTING_00326,PRD00326,Fashion,Jacket,Adidas,Poor,3190,1290,Individual,Individual,Cashify,No,0,0,25,5847,Expired,Not Returned,North,Chandigarh,2.4,Recycled
LISTING_00327,PRD00327,Smartphones,Galaxy S Series,Apple,Fair,19920,9560,Individual,Individual,Amazon Renewed,No,0,0,27,3626,Expired,Not Returned,South,Hyderabad,4.3,Landfill
LISTING_00328,PRD00328,Home Appliances,Vacuum Cleaner,Whirlpool,Good,20990,20650,Business,Individual,Local Dealer,No,0,0,13,1696,Expired,Not Returned,South,Vijayawada,4.6,Refurbished
LISTING_00329,PRD00329,Home Appliances,Air Conditioner,LG,Like New,45420,24770,Individual,Individual,Cashify,No,0,4,50,2355,Expired,Not Returned,West,Mumbai,4.9,Resold
LISTING_00330,PRD00330,Smartphones,Xperia,Apple,Good,21720,11960,Individual,Individual,Local Dealer,No,0,2,33,949,Expired,Not Returned,South,Kochi,3.9,Recycled
LISTING_00331,PRD00331,Home Appliances,Microwave,LG,Fair,60210,25360,Individual,Individual,EchoChain Marketplace,Yes,7380,0,18,2032,Expired,Not Returned,South,Bengaluru,2.9,Resold
LISTING_00332,PRD00332,Cameras,Camcorder,GoPro,Fair,14450,4730,Business,Individual,Local Dealer,Yes,2930,1,57,11865,Extended,Not Returned,East,Kolkata,2.6,Refurbished
LISTING_00333,PRD00333,Smartphones,Pixel,OnePlus,Good,16260,13290,Individual,Individual,Facebook Marketplace,Yes,4440,1,16,1439,Expired,Not Returned,South,Chennai,4.7,Resold
LISTING_00334,PRD00334,Home Appliances,Vacuum Cleaner,IFB,Good,50720,30990,Individual,Individual,Amazon Renewed,No,0,0,57,8154,Expired,Not Returned,West,Surat,4.0,Resold
LISTING_00335,PRD00335,Smartphones,Pixel,Apple,Fair,87700,32220,Business,Individual,EchoChain Marketplace,No,0,0,60,10665,Expired,Not Returned,South,Vijayawada,2.2,Resold
LISTING_00336,PRD00336,Fashion,Backpack,Puma,Good,17070,14340,Individual,Business,OLX,Yes,4560,1,43,9245,Expired,Returned,East,Kolkata,3.1,Refurbished
LISTING_00337,PRD00337,Fashion,Sneakers,Adidas,Fair,11460,6410,Individual,Individual,EchoChain Marketplace,No,0,1,47,5700,Expired,Not Returned,East,Bhubaneswar,4.1,Resold
LISTING_00338,PRD00338,Cameras,Action Camera,Sony,Good,10670,10710,Individual,Individual,EchoChain Marketplace,Yes,3590,3,10,3360,Active,Not Returned,West,Nagpur,3.1,Resold
LISTING_00339,PRD00339,Audio,Soundbar,JBL,Good,4490,1550,Individual,Business,OLX,No,0,3,59,747,Expired,Not Returned,East,Bhubaneswar,4.6,Recycled
LISTING_00340,PRD00340,Gaming,Gaming Console,Lenovo,Fair,43940,13710,Individual,Business,Facebook Marketplace,No,0,0,53,4440,Expired,Returned,East,Ranchi,4.6,Resold
LISTING_00341,PRD00341,Home Appliances,Microwave,LG,Poor,13980,3150,Individual,Individual,OLX,No,0,1,39,2158,Expired,Not Returned,South,Bengaluru,3.1,Resold
LISTING_00342,PRD00342,Fashion,Jacket,Levi's,Good,14510,8790,Individual,Individual,Cashify,No,0,2,15,8418,Expired,Not Returned,South,Hyderabad,4.0,Refurbished
LISTING_00343,PRD00343,Smartphones,Xperia,Apple,Fair,130250,41970,Individual,Individual,EchoChain Marketplace,No,0,1,23,9012,Expired,Not Returned,South,Kochi,3.0,Refurbished
LISTING_00344,PRD00344,Smartphones,Galaxy S Series,Samsung,Good,21820,14730,Business,Individual,EchoChain Marketplace,Yes,2550,1,42,4769,Expired,Not Returned,South,Chennai,3.8,Landfill
LISTING_00345,PRD00345,Audio,Wireless Earbuds,JBL,Like New,13780,14460,Business,Business,EchoChain Marketplace,No,0,1,6,8730,Active,Not Returned,East,Kolkata,2.4,Resold
LISTING_00346,PRD00346,Fashion,Jacket,Adidas,Good,10040,4490,Individual,Individual,Cashify,No,0,2,39,5612,Expired,Not Returned,East,Kolkata,2.8,Resold
LISTING_00347,PRD00347,Audio,Bluetooth Speaker,JBL,Good,36770,27590,Individual,Individual,Cashify,No,0,3,9,6320,Active,Not Returned,South,Hyderabad,3.9,Recycled
LISTING_00348,PRD00348,Cameras,Action Camera,Nikon,Poor,104350,32640,Business,Individual,Facebook Marketplace,Yes,9790,0,22,1783,Extended,Not Returned,West,Nagpur,3.8,Refurbished
LISTING_00349,PRD00349,Home Appliances,Vacuum Cleaner,Daikin,Good,68580,65620,Individual,Individual,Local Dealer,No,0,0,4,2750,Active,Not Returned,North,Jaipur,3.6,Resold
LISTING_00350,PRD00350,Audio,Smart Speaker,Sennheiser,Fair,14000,9750,Individual,Business,Amazon Renewed,No,0,0,15,10561,Expired,Not Returned,South,Hyderabad,2.3,Resold
LISTING_00351,PRD00351,Fashion,Sneakers,Adidas,Good,25170,22030,Individual,Individual,OLX,No,0,0,6,1288,Active,Not Returned,West,Surat,3.4,Recycled
LISTING_00352,PRD00352,Smartphones,OnePlus,Google,Good,108100,64470,Business,Individual,Facebook Marketplace,No,0,0,7,4247,Active,Not Returned,West,Nagpur,4.5,Refurbished
LISTING_00353,PRD00353,Gaming,Controller,Microsoft,Good,95680,84880,Individual,Individual,EchoChain Marketplace,Yes,21430,0,7,3027,Active,Not Returned,South,Hyderabad,5.0,Resold
LISTING_00354,PRD00354,Home Appliances,Vacuum Cleaner,Samsung,Fair,52560,14710,Individual,Individual,Facebook Marketplace,No,0,3,46,11118,Expired,Not Returned,East,Patna,3.4,Resold
LISTING_00355,PRD00355,Furniture,Bookshelf,Wakefit,Good,62020,45600,Individual,Individual,OLX,No,0,4,12,4857,Active,Not Returned,North,Chandigarh,4.6,Refurbished
LISTING_00356,PRD00356,Home Appliances,Vacuum Cleaner,Whirlpool,Good,100990,62220,Individual,Business,Amazon Renewed,Yes,7930,1,18,4773,Expired,Not Returned,West,Surat,3.6,Refurbished
LISTING_00357,PRD00357,Laptops,ThinkPad,HP,Good,54570,25530,Individual,Individual,OLX,No,0,2,28,636,Extended,Not Returned,North,Noida,3.2,Resold
LISTING_00358,PRD00358,Home Appliances,Microwave,LG,Good,73520,30210,Individual,Individual,EchoChain Marketplace,Yes,12750,1,52,10342,Expired,Not Returned,North,Jaipur,3.9,Resold
LISTING_00359,PRD00359,Smartphones,Xperia,OnePlus,Fair,56160,24000,Individual,Individual,Local Dealer,No,0,0,12,1920,Active,Not Returned,West,Surat,2.4,Resold
LISTING_00360,PRD00360,Smartphones,iPhone,Apple,Fair,23840,8190,Individual,Individual,Facebook Marketplace,Yes,3340,0,31,8215,Expired,Returned,North,Delhi,3.3,Resold
LISTING_00361,PRD00361,Fashion,Denim,Levi's,Good,6200,5380,Individual,Business,Local Dealer,Yes,1380,1,48,7363,Expired,Not Returned,South,Kochi,3.6,Landfill
LISTING_00362,PRD00362,Home Appliances,Vacuum Cleaner,IFB,Good,54090,22270,Business,Individual,EchoChain Marketplace,No,0,0,59,8675,Expired,Not Returned,North,Delhi,5.0,Resold
LISTING_00363,PRD00363,Cameras,Mirrorless Camera,Panasonic,Fair,127510,53970,Individual,Individual,OLX,Yes,14660,0,28,1952,Expired,Not Returned,South,Bengaluru,3.8,Refurbished
LISTING_00364,PRD00364,Smartphones,iPhone,Apple,Fair,24120,13920,Individual,Individual,Facebook Marketplace,No,0,1,30,4359,Expired,Not Returned,East,Kolkata,3.6,Refurbished
LISTING_00365,PRD00365,Smartphones,iPhone,Apple,Fair,17520,5770,Business,Individual,Facebook Marketplace,No,0,0,54,1147,Expired,Not Returned,North,Jaipur,3.5,Refurbished
LISTING_00366,PRD00366,Smartphones,iPhone,Samsung,Good,60390,38930,Individual,Individual,Amazon Renewed,No,0,1,45,7409,Expired,Returned,North,Jaipur,4.6,Resold
LISTING_00367,PRD00367,Home Appliances,Vacuum Cleaner,IFB,Good,8320,4200,Individual,Business,OLX,Yes,580,3,57,1541,Expired,Not Returned,East,Bhubaneswar,3.7,Resold
LISTING_00368,PRD00368,Laptops,IdeaPad,Dell,Good,90530,61980,Individual,Individual,Cashify,No,0,1,47,7028,Expired,Not Returned,North,Noida,3.6,Resold
LISTING_00369,PRD00369,Home Appliances,Refrigerator,IFB,Good,66230,31940,Individual,Individual,Cashify,No,0,4,37,10400,Expired,Not Returned,West,Mumbai,3.6,Refurbished
LISTING_00370,PRD00370,Furniture,Dining Set,IKEA,Good,65920,31380,Individual,Individual,Cashify,No,0,1,51,9342,Expired,Not Returned,East,Ranchi,3.3,Resold
LISTING_00371,PRD00371,Fashion,Backpack,Fossil,Good,22010,9280,Individual,Individual,Amazon Renewed,Yes,1600,1,38,1219,Expired,Not Returned,North,Lucknow,3.6,Refurbished
LISTING_00372,PRD00372,Home Appliances,Air Conditioner,Samsung,Good,52060,22450,Individual,Individual,EchoChain Marketplace,No,0,5,33,7868,Expired,Not Returned,South,Kochi,3.9,Recycled
LISTING_00373,PRD00373,Gaming,Monitor,ASUS,Good,36500,19590,Individual,Individual,OLX,No,0,3,16,6235,Extended,Not Returned,North,Chandigarh,5.0,Recycled
LISTING_00374,PRD00374,Laptops,Inspiron,Acer,Good,38450,21320,Individual,Individual,Amazon Renewed,No,0,1,35,5814,Expired,Not Returned,South,Hyderabad,4.9,Resold
LISTING_00375,PRD00375,Smartphones,OnePlus,Samsung,Good,117090,48060,Individual,Individual,Amazon Renewed,No,0,0,60,8058,Expired,Not Returned,North,Noida,4.2,Resold
LISTING_00376,PRD00376,Laptops,ThinkPad,Acer,Good,71190,63680,Individual,Individual,Local Dealer,Yes,12700,0,7,2229,Active,Not Returned,North,Chandigarh,4.6,Recycled
LISTING_00377,PRD00377,Smartphones,Galaxy S Series,OnePlus,Good,104160,54830,Individual,Individual,EchoChain Marketplace,No,0,1,36,10505,Expired,Not Returned,East,Bhubaneswar,4.4,Resold
LISTING_00378,PRD00378,Smartphones,Xperia,Apple,Poor,100530,23900,Individual,Individual,Cashify,No,0,1,34,816,Expired,Not Returned,South,Vijayawada,3.2,Resold
LISTING_00379,PRD00379,Furniture,Study Table,Urban Ladder,Fair,18630,9100,Individual,Individual,OLX,No,0,3,13,8601,Expired,Not Returned,South,Bengaluru,3.0,Resold
LISTING_00380,PRD00380,Smartphones,Pixel,Apple,Good,71530,36150,Individual,Individual,OLX,No,0,0,35,3215,Expired,Not Returned,South,Vijayawada,3.4,Resold
LISTING_00381,PRD00381,Home Appliances,Air Conditioner,IFB,Good,58730,57900,Individual,Business,Cashify,Yes,3810,2,16,5631,Expired,Not Returned,South,Bengaluru,2.8,Refurbished
LISTING_00382,PRD00382,Cameras,Mirrorless Camera,Canon,Like New,141320,131440,Individual,Individual,EchoChain Marketplace,No,0,1,22,4520,Expired,Not Returned,West,Ahmedabad,4.6,Refurbished
LISTING_00383,PRD00383,Furniture,Office Chair,Godrej,Good,3170,3120,Individual,Individual,Local Dealer,No,0,0,11,5408,Active,Not Returned,North,Noida,4.2,Refurbished
LISTING_00384,PRD00384,Audio,Wireless Earbuds,Sony,Good,29590,17040,Individual,Business,Local Dealer,Yes,2940,0,14,6516,Expired,Not Returned,West,Surat,4.0,Refurbished
LISTING_00385,PRD00385,Laptops,IdeaPad,HP,Good,79530,64280,Individual,Individual,Amazon Renewed,Yes,18200,1,37,8796,Extended,Not Returned,South,Bengaluru,3.7,Resold
LISTING_00386,PRD00386,Smartphones,Pixel,Sony,Good,79240,50360,Business,Individual,EchoChain Marketplace,Yes,9470,1,25,1883,Extended,Not Returned,South,Kochi,4.0,Refurbished
LISTING_00387,PRD00387,Smartphones,Galaxy S Series,Apple,Like New,42610,32900,Individual,Individual,EchoChain Marketplace,Yes,6880,4,45,2025,Expired,Not Returned,East,Guwahati,4.3,Refurbished
LISTING_00388,PRD00388,Furniture,Bookshelf,Godrej,Fair,54270,18120,Business,Individual,EchoChain Marketplace,No,0,1,55,1878,Expired,Not Returned,East,Guwahati,3.9,Resold
LISTING_00389,PRD00389,Audio,Headphones,Sennheiser,Like New,6700,4670,Individual,Individual,Local Dealer,Yes,1320,0,37,6386,Expired,Not Returned,East,Bhubaneswar,3.9,Refurbished
LISTING_00390,PRD00390,Fashion,Jacket,Nike,Good,13390,6260,Individual,Individual,Cashify,No,0,0,41,10465,Expired,Not Returned,South,Chennai,3.3,Refurbished
LISTING_00391,PRD00391,Fashion,Jacket,Fossil,Like New,7040,7450,Business,Individual,OLX,No,0,0,36,11104,Expired,Not Returned,South,Chennai,3.6,Refurbished
LISTING_00392,PRD00392,Smartphones,OnePlus,Samsung,Good,39320,29600,Individual,Individual,EchoChain Marketplace,No,0,0,48,11664,Expired,Not Returned,West,Ahmedabad,4.9,Resold
LISTING_00393,PRD00393,Furniture,Sofa,IKEA,Fair,34870,20300,Individual,Individual,Local Dealer,Yes,2700,0,21,4871,Extended,Not Returned,East,Kolkata,3.7,Resold
LISTING_00394,PRD00394,Gaming,VR Headset,Microsoft,Good,19150,9930,Individual,Business,EchoChain Marketplace,No,0,0,36,10041,Expired,Not Returned,South,Chennai,4.3,Resold
LISTING_00395,PRD00395,Laptops,Inspiron,Apple,Like New,15820,13190,Individual,Individual,Amazon Renewed,Yes,3190,0,57,5223,Extended,Returned,West,Surat,4.4,Refurbished
LISTING_00396,PRD00396,Audio,Bluetooth Speaker,Boat,Fair,21140,6020,Individual,Individual,Amazon Renewed,No,0,2,42,2397,Expired,Returned,South,Hyderabad,3.4,Resold
LISTING_00397,PRD00397,Smartphones,iPhone,Sony,Like New,21650,28150,Individual,Individual,EchoChain Marketplace,No,0,1,15,11629,Expired,Returned,West,Pune,3.9,Resold
LISTING_00398,PRD00398,Home Appliances,Air Conditioner,LG,Good,91560,40630,Individual,Individual,Cashify,No,0,0,41,10574,Expired,Not Returned,West,Mumbai,4.0,Resold
LISTING_00399,PRD00399,Laptops,MacBook Air,HP,Like New,29190,25950,Individual,Individual,Cashify,Yes,4980,4,34,6068,Expired,Not Returned,North,Noida,3.0,Recycled
LISTING_00400,PRD00400,Smartphones,Galaxy S Series,Google,Good,7040,7090,Individual,Individual,Cashify,Yes,2240,0,14,77,Expired,Not Returned,West,Mumbai,3.6,Recycled
LISTING_00401,PRD00401,Smartphones,OnePlus,OnePlus,Fair,114380,35790,Individual,Individual,EchoChain Marketplace,No,0,0,47,9068,Expired,Not Returned,West,Mumbai,3.8,Refurbished
LISTING_00402,PRD00402,Gaming,VR Headset,Meta,Poor,51140,20420,Business,Individual,OLX,No,0,1,24,6619,Expired,Not Returned,East,Guwahati,4.6,Resold
LISTING_00403,PRD00403,Home Appliances,Air Conditioner,LG,Good,67200,36970,Business,Business,Amazon Renewed,No,0,4,27,2675,Expired,Not Returned,North,Jaipur,4.7,Resold
LISTING_00404,PRD00404,Audio,Wireless Earbuds,JBL,Good,18990,11310,Individual,Individual,Cashify,Yes,1010,1,9,8764,Active,Not Returned,East,Guwahati,4.4,Resold
LISTING_00405,PRD00405,Laptops,Pavilion,Lenovo,Like New,52590,50860,Individual,Individual,Amazon Renewed,Yes,3300,2,10,8141,Active,Not Returned,North,Lucknow,4.6,Recycled
LISTING_00406,PRD00406,Laptops,IdeaPad,Lenovo,Like New,118410,97940,Individual,Individual,Local Dealer,No,0,2,39,8580,Expired,Not Returned,North,Noida,3.5,Refurbished
LISTING_00407,PRD00407,Audio,Headphones,Bose,Good,8310,3750,Individual,Business,Cashify,No,0,1,38,2562,Expired,Not Returned,West,Mumbai,4.6,Resold
LISTING_00408,PRD00408,Smartphones,Pixel,Samsung,Good,119870,51200,Individual,Business,OLX,No,0,0,31,979,Expired,Not Returned,West,Ahmedabad,4.7,Recycled
LISTING_00409,PRD00409,Smartphones,Xperia,Apple,Good,74950,38500,Individual,Individual,Amazon Renewed,Yes,10160,0,49,1724,Expired,Not Returned,North,Jaipur,3.8,Recycled
LISTING_00410,PRD00410,Gaming,Gaming Console,Sony,Fair,30610,10440,Individual,Individual,Local Dealer,Yes,2590,2,53,10414,Expired,Not Returned,East,Patna,3.2,Refurbished
LISTING_00411,PRD00411,Home Appliances,Washing Machine,Daikin,Fair,25720,10780,Individual,Individual,OLX,No,0,1,37,1623,Extended,Not Returned,North,Jaipur,3.5,Resold
LISTING_00412,PRD00412,Audio,Bluetooth Speaker,Boat,Fair,18140,11490,Business,Business,Facebook Marketplace,Yes,4120,2,41,5866,Expired,Not Returned,West,Ahmedabad,3.6,Resold
LISTING_00413,PRD00413,Laptops,Pavilion,Lenovo,Like New,40540,34240,Business,Business,Facebook Marketplace,No,0,1,42,2534,Expired,Not Returned,South,Vijayawada,3.5,Resold
LISTING_00414,PRD00414,Home Appliances,Air Conditioner,Whirlpool,Good,73440,57090,Individual,Business,Local Dealer,Yes,12380,2,7,11957,Active,Not Returned,West,Mumbai,3.3,Refurbished
LISTING_00415,PRD00415,Smartphones,iPhone,Sony,Fair,61490,32180,Individual,Individual,EchoChain Marketplace,Yes,10780,0,41,2980,Extended,Not Returned,South,Vijayawada,4.4,Recycled
LISTING_00416,PRD00416,Home Appliances,Air Conditioner,IFB,Good,11360,8860,Individual,Business,Local Dealer,Yes,2150,0,24,6008,Expired,Returned,South,Kochi,3.7,Resold
LISTING_00417,PRD00417,Audio,Soundbar,Sony,Good,2110,1070,Individual,Individual,Facebook Marketplace,No,0,1,51,2937,Expired,Not Returned,East,Bhubaneswar,4.2,Resold
LISTING_00418,PRD00418,Home Appliances,Washing Machine,IFB,Good,27600,17150,Individual,Individual,OLX,No,0,0,14,4013,Expired,Not Returned,North,Chandigarh,4.3,Resold
LISTING_00419,PRD00419,Laptops,MacBook Air,Lenovo,Good,110570,70160,Individual,Business,Amazon Renewed,No,0,0,34,8789,Expired,Not Returned,East,Kolkata,4.3,Refurbished
LISTING_00420,PRD00420,Furniture,Dining Set,Godrej,Good,63870,35370,Individual,Individual,Facebook Marketplace,Yes,6980,0,30,8429,Extended,Not Returned,East,Patna,4.6,Resold
LISTING_00421,PRD00421,Furniture,Bookshelf,Urban Ladder,Like New,50770,50640,Business,Individual,OLX,Yes,5320,1,10,10740,Active,Not Returned,West,Nagpur,3.5,Resold
LISTING_00422,PRD00422,Gaming,Monitor,Lenovo,Like New,99060,92080,Individual,Individual,Amazon Renewed,No,0,0,25,633,Expired,Not Returned,West,Ahmedabad,3.2,Resold
LISTING_00423,PRD00423,Cameras,Lens,Canon,Good,73040,45630,Individual,Individual,Cashify,No,0,0,37,670,Expired,Not Returned,West,Ahmedabad,5.0,Resold
LISTING_00424,PRD00424,Smartphones,iPhone,Google,Like New,26990,31770,Individual,Individual,OLX,No,0,1,46,4954,Expired,Not Returned,East,Ranchi,3.6,Refurbished
LISTING_00425,PRD00425,Smartphones,iPhone,Google,Fair,59190,29230,Individual,Business,EchoChain Marketplace,Yes,9890,0,3,3743,Active,Not Returned,South,Kochi,3.6,Refurbished
LISTING_00426,PRD00426,Fashion,Watch,Fossil,Good,32690,21000,Individual,Individual,OLX,Yes,5010,1,29,5649,Expired,Not Returned,West,Mumbai,4.1,Resold
LISTING_00427,PRD00427,Home Appliances,Air Conditioner,Daikin,Like New,63400,38750,Individual,Individual,OLX,No,0,1,34,8085,Expired,Not Returned,North,Jaipur,3.8,Recycled
LISTING_00428,PRD00428,Fashion,Watch,Fossil,Good,16880,9830,Business,Business,Cashify,Yes,730,0,27,11035,Expired,Not Returned,West,Ahmedabad,4.8,Refurbished
LISTING_00429,PRD00429,Gaming,Monitor,Lenovo,Fair,49940,19860,Business,Individual,OLX,No,0,2,16,8817,Expired,Not Returned,South,Hyderabad,5.0,Resold
LISTING_00430,PRD00430,Audio,Wireless Earbuds,JBL,Good,25560,23020,Individual,Individual,OLX,No,0,1,3,6653,Active,Not Returned,North,Jaipur,4.8,Resold
LISTING_00431,PRD00431,Laptops,Inspiron,HP,Fair,46410,27530,Individual,Individual,OLX,Yes,8240,2,28,5927,Extended,Not Returned,East,Ranchi,3.5,Recycled
LISTING_00432,PRD00432,Furniture,Study Table,Pepperfry,Fair,65860,18540,Individual,Business,Cashify,Yes,7430,2,55,3056,Expired,Not Returned,West,Nagpur,3.9,Resold
LISTING_00433,PRD00433,Laptops,Inspiron,HP,Fair,101300,37620,Individual,Individual,Cashify,No,0,3,43,9922,Expired,Not Returned,North,Jaipur,3.6,Resold
LISTING_00434,PRD00434,Laptops,Pavilion,Apple,Good,141540,60120,Business,Individual,Local Dealer,No,0,1,52,7476,Expired,Not Returned,North,Chandigarh,4.1,Resold
LISTING_00435,PRD00435,Smartphones,OnePlus,OnePlus,Good,47760,37260,Individual,Individual,Local Dealer,No,0,0,36,4719,Expired,Not Returned,North,Chandigarh,3.5,Recycled
LISTING_00436,PRD00436,Smartphones,Xperia,Samsung,Good,45250,21690,Individual,Individual,Amazon Renewed,No,0,3,37,8055,Expired,Not Returned,East,Guwahati,4.7,Refurbished
LISTING_00437,PRD00437,Smartphones,Pixel,Apple,Fair,47890,29180,Business,Individual,Amazon Renewed,No,0,1,22,3022,Expired,Not Returned,West,Pune,2.6,Refurbished
LISTING_00438,PRD00438,Fashion,Sneakers,Nike,Fair,24500,7560,Business,Individual,OLX,Yes,2170,1,55,11440,Expired,Not Returned,East,Guwahati,3.0,Recycled
LISTING_00439,PRD00439,Smartphones,iPhone,Samsung,Fair,48950,16810,Individual,Individual,Cashify,Yes,3290,0,46,10268,Expired,Not Returned,East,Kolkata,3.2,Recycled
LISTING_00440,PRD00440,Smartphones,Xperia,Apple,Good,105600,69120,Individual,Individual,Facebook Marketplace,Yes,16460,1,17,3059,Expired,Not Returned,West,Nagpur,4.7,Resold
LISTING_00441,PRD00441,Home Appliances,Microwave,Whirlpool,Good,65330,40660,Individual,Individual,OLX,Yes,11040,1,12,5152,Active,Not Returned,West,Pune,3.4,Refurbished
LISTING_00442,PRD00442,Fashion,Jacket,Levi's,Good,34340,15200,Business,Individual,Amazon Renewed,No,0,1,33,303,Extended,Not Returned,West,Mumbai,2.9,Resold
