Transaction_ID,Product_ID,Product_Category,Product_Name,Brand,Purchase_Date,Original_Price_INR,Current_Market_Value_INR,Condition_at_Resale,Ownership_Cycle,Resale_Date,Resale_Price_INR,Seller_Type,Buyer_Type,Platform,Refurbished,Refurbishment_Cost_INR,Repair_Count,Product_Age_Months,Usage_Hours,Warranty_Status,Return_Status,Recycling_Eligible,Recycled,Recycling_Date,Material_Recovered_Kg,CO2_Saved_Kg,Waste_Diverted_Kg,Circularity_Score,Customer_Rating,Region,City,Final_Disposition,Listing_ID,Condition,Market_Value_INR,Listing_Price_INR,Price_Difference_INR,Discount_Percentage,Listing_to_Market_Ratio,Pricing_Category
EC00443,PRD00443,Home Appliances,Washing Machine,Samsung,2022-12-01,101510,71730,Good,4,2025-08-01,44120,Individual,Individual,Cashify,Yes,10800,4,32,8999,Expired,Not Returned,Yes,No,,0.0,412.5,2.28,75.0,4.2,South,Kochi,Resold,LISTING_00443,Good,71730.0,44120.0,27610.0,38.49,0.62,Below Market Value
EC00444,PRD00444,Home Appliances,Vacuum Cleaner,LG,2023-09-20,118890,71590,Like New,1,2027-02-20,52360,Business,Individual,EchoChain Marketplace,No,0,3,41,9276,Extended,Not Returned,Yes,Yes,2027-05-21,27.51,206.15,41.73,50.3,5.0,West,Nagpur,Resold,LISTING_00444,Like New,71590.0,52360.0,19230.0,26.86,0.73,Below Market Value
EC00445,PRD00445,Furniture,Office Chair,Godrej,2024-02-14,13760,10550,Fair,3,2025-05-14,4490,Business,Individual,OLX,No,0,2,15,6020,Expired,Not Returned,No,No,,0.0,59.2,0.4,62.2,3.4,North,Delhi,Recycled,LISTING_00445,Fair,10550.0,4490.0,6060.0,57.44,0.43,Below Market Value
EC00446,PRD00446,Laptops,Pavilion,Dell,2021-07-10,31020,22700,Fair,4,2023-05-10,10410,Individual,Individual,Facebook Marketplace,No,0,1,22,11568,Expired,Not Returned,Yes,No,,0.0,169.65,0.76,72.4,4.1,East,Patna,Resold,LISTING_00446,Fair,22700.0,10410.0,12290.0,54.14,0.46,Below Market Value
EC00447,PRD00447,Laptops,ThinkPad,Acer,2021-09-10,172580,149420,Like New,1,2026-05-10,67730,Individual,Business,Amazon Renewed,Yes,25510,2,56,6157,Expired,Not Returned,Yes,No,,0.0,522.81,8.12,54.3,4.1,South,Chennai,Resold,LISTING_00447,Like New,149420.0,67730.0,81690.0,54.67,0.45,Below Market Value
EC00448,PRD00448,Fashion,Jacket,Adidas,2023-09-08,20070,13140,Good,5,2024-09-08,9200,Individual,Individual,Local Dealer,No,0,0,12,5502,Active,Not Returned,Yes,No,,0.0,58.87,0.91,80.9,3.4,East,Ranchi,Resold,LISTING_00448,Good,13140.0,9200.0,3940.0,29.98,0.7,Below Market Value
EC00449,PRD00449,Laptops,Inspiron,Dell,2023-07-17,98550,62950,Like New,1,2025-06-17,54580,Individual,Business,EchoChain Marketplace,Yes,8140,0,23,9379,Expired,Not Returned,Yes,No,,0.0,217.54,4.76,45.0,5.0,West,Pune,Resold,LISTING_00449,Like New,62950.0,54580.0,8370.0,13.3,0.87,Below Market Value
EC00450,PRD00450,Home Appliances,Microwave,Whirlpool,2024-03-30,8220,5360,Fair,2,2026-12-30,2620,Business,Individual,OLX,Yes,1230,1,33,5487,Expired,Not Returned,Yes,No,,0.0,36.46,0.51,68.9,4.0,East,Guwahati,Resold,LISTING_00450,Fair,5360.0,2620.0,2740.0,51.12,0.49,Below Market Value
EC00451,PRD00451,Home Appliances,Washing Machine,LG,2024-07-03,36320,28190,Good,1,2027-03-03,13900,Business,Individual,Cashify,No,0,1,32,2600,Expired,Not Returned,Yes,No,,0.0,48.98,2.38,49.2,4.6,North,Chandigarh,Resold,LISTING_00451,Good,28190.0,13900.0,14290.0,50.69,0.49,Below Market Value
EC00452,PRD00452,Cameras,Action Camera,Sony,2024-09-08,85150,48510,Good,3,2027-02-08,38080,Individual,Individual,Cashify,Yes,7080,0,29,8539,Expired,Not Returned,Yes,No,,0.0,250.35,3.9,61.0,3.2,East,Bhubaneswar,Refurbished,LISTING_00452,Good,48510.0,38080.0,10430.0,21.5,0.78,Below Market Value
EC00453,PRD00453,Cameras,Camcorder,GoPro,2021-05-08,139880,97820,Like New,2,2023-03-08,86920,Individual,Individual,Amazon Renewed,Yes,12060,1,22,10396,Expired,Not Returned,Yes,No,,0.0,554.99,7.42,67.2,5.0,West,Mumbai,Refurbished,LISTING_00453,Like New,97820.0,86920.0,10900.0,11.14,0.89,Below Market Value
EC00454,PRD00454,Smartphones,Pixel,Sony,2021-01-18,58840,45870,Like New,5,2024-10-18,27120,Individual,Individual,Amazon Renewed,Yes,3220,1,45,10128,Extended,Returned,Yes,No,,0.0,131.56,3.66,88.9,4.5,North,Jaipur,Refurbished,LISTING_00454,Like New,45870.0,27120.0,18750.0,40.88,0.59,Below Market Value
EC00455,PRD00455,Furniture,Sofa,IKEA,2025-12-22,46930,40730,Fair,3,2026-12-22,16520,Business,Individual,Cashify,Yes,3120,1,12,2103,Active,Not Returned,Yes,No,,0.0,100.88,0.86,72.4,2.6,East,Bhubaneswar,Resold,LISTING_00455,Fair,40730.0,16520.0,24210.0,59.44,0.41,Below Market Value
EC00456,PRD00456,Audio,Smart Speaker,Sennheiser,2025-10-25,48340,25650,Like New,1,2027-04-25,31370,Individual,Individual,Local Dealer,Yes,2360,1,18,6968,Expired,Not Returned,Yes,No,,0.0,235.91,3.17,62.1,4.1,South,Bengaluru,Refurbished,LISTING_00456,Like New,25650.0,31370.0,-5720.0,-22.3,1.22,Above Market Value
EC00457,PRD00457,Home Appliances,Washing Machine,Whirlpool,2022-07-20,84960,75260,Fair,2,2026-12-20,21890,Individual,Individual,EchoChain Marketplace,No,0,0,53,11867,Expired,Not Returned,Yes,No,,0.0,369.29,6.71,56.0,2.6,South,Hyderabad,Resold,LISTING_00457,Fair,75260.0,21890.0,53370.0,70.91,0.29,Below Market Value
EC00458,PRD00458,Laptops,MacBook Air,Lenovo,2022-07-24,134610,96170,Good,4,2023-02-24,75130,Individual,Business,Cashify,Yes,11150,1,7,1794,Active,Not Returned,No,No,,0.0,279.51,3.86,73.6,4.2,North,Noida,Resold,LISTING_00458,Good,96170.0,75130.0,21040.0,21.88,0.78,Below Market Value
EC00459,PRD00459,Laptops,MacBook Air,Lenovo,2024-09-08,171730,94670,Poor,1,2027-07-08,30460,Individual,Individual,Cashify,No,0,1,34,11481,Expired,Not Returned,Yes,No,,0.0,138.78,3.47,49.4,3.3,East,Kolkata,Resold,LISTING_00459,Poor,94670.0,30460.0,64210.0,67.83,0.32,Below Market Value
EC00460,PRD00460,Cameras,Lens,Panasonic,2022-11-17,44810,38530,Good,3,2026-12-17,16360,Business,Individual,EchoChain Marketplace,No,0,0,49,1047,Extended,Returned,No,No,,0.0,111.04,1.39,43.3,5.0,South,Chennai,Resold,LISTING_00460,Good,38530.0,16360.0,22170.0,57.54,0.42,Below Market Value
EC00461,PRD00461,Laptops,MacBook Air,Lenovo,2025-12-21,119480,110840,Good,2,2027-04-21,61790,Individual,Individual,Cashify,Yes,17600,0,16,9955,Expired,Not Returned,Yes,Yes,2027-05-11,70.83,455.75,26.64,76.2,4.4,South,Bengaluru,Refurbished,LISTING_00461,Good,110840.0,61790.0,49050.0,44.25,0.56,Below Market Value
EC00462,PRD00462,Audio,Wireless Earbuds,Bose,2022-09-18,12900,8270,Fair,3,2024-04-18,4410,Individual,Individual,Facebook Marketplace,No,0,3,19,6801,Expired,Not Returned,Yes,No,,0.0,26.26,0.35,56.8,2.6,West,Pune,Resold,LISTING_00462,Fair,8270.0,4410.0,3860.0,46.67,0.53,Below Market Value
EC00463,PRD00463,Gaming,Monitor,Lenovo,2024-08-04,67170,45280,Fair,2,2024-12-04,30090,Individual,Individual,Cashify,No,0,2,4,2784,Active,Returned,Yes,No,,0.0,294.39,4.91,59.0,3.1,East,Patna,Resold,LISTING_00463,Fair,45280.0,30090.0,15190.0,33.55,0.66,Below Market Value
EC00464,PRD00464,Smartphones,Galaxy S Series,Apple,2023-05-04,56690,47760,Fair,4,2026-12-04,17540,Individual,Business,EchoChain Marketplace,No,0,3,43,5754,Expired,Not Returned,Yes,No,,0.0,319.98,3.83,63.9,3.7,West,Mumbai,Resold,LISTING_00464,Fair,47760.0,17540.0,30220.0,63.27,0.37,Below Market Value
EC00465,PRD00465,Furniture,Office Chair,IKEA,2025-08-14,45390,24260,Good,2,2026-10-14,20500,Individual,Business,Facebook Marketplace,No,0,1,14,2711,Expired,Not Returned,Yes,Yes,2027-02-03,38.7,221.58,7.27,71.0,3.4,West,Surat,Resold,LISTING_00465,Good,24260.0,20500.0,3760.0,15.5,0.85,Below Market Value
EC00466,PRD00466,Home Appliances,Refrigerator,Daikin,2023-08-20,65150,47980,Good,1,2025-02-20,30380,Individual,Individual,EchoChain Marketplace,Yes,8920,1,18,3283,Expired,Returned,No,No,,0.0,118.04,1.14,57.6,4.7,North,Jaipur,Resold,LISTING_00466,Good,47980.0,30380.0,17600.0,36.68,0.63,Below Market Value
EC00467,PRD00467,Smartphones,OnePlus,OnePlus,2025-07-21,13690,11450,Good,4,2026-07-21,7140,Individual,Individual,Facebook Marketplace,Yes,1350,1,12,10018,Active,Not Returned,Yes,No,,0.0,49.14,0.81,83.9,3.6,North,Lucknow,Refurbished,LISTING_00467,Good,11450.0,7140.0,4310.0,37.64,0.62,Below Market Value
EC00468,PRD00468,Laptops,MacBook Air,HP,2021-06-04,172270,107780,Fair,3,2025-12-04,39640,Individual,Individual,OLX,Yes,13230,3,54,7177,Extended,Not Returned,Yes,No,,0.0,1014.41,7.09,71.5,3.8,South,Hyderabad,Resold,LISTING_00468,Fair,107780.0,39640.0,68140.0,63.22,0.37,Below Market Value
EC00469,PRD00469,Audio,Headphones,JBL,2022-05-05,6110,4000,Good,1,2026-07-05,2480,Individual,Individual,Amazon Renewed,No,0,2,50,7726,Expired,Not Returned,Yes,Yes,2026-10-09,3.27,9.09,1.4,50.4,5.0,West,Surat,Resold,LISTING_00469,Good,4000.0,2480.0,1520.0,38.0,0.62,Below Market Value
EC00470,PRD00470,Fashion,Backpack,Nike,2024-11-10,40800,34270,Poor,1,2029-07-10,5830,Individual,Individual,Local Dealer,Yes,5140,0,56,2088,Expired,Not Returned,Yes,No,,0.0,97.67,2.62,57.6,3.8,West,Pune,Refurbished,LISTING_00470,Poor,34270.0,5830.0,28440.0,82.99,0.17,Below Market Value
EC00471,PRD00471,Gaming,Controller,Meta,2023-02-24,128970,75940,Good,2,2024-01-24,63740,Individual,Individual,Local Dealer,No,0,2,11,10314,Active,Not Returned,Yes,No,,0.0,222.3,3.75,54.0,3.9,East,Patna,Resold,LISTING_00471,Good,75940.0,63740.0,12200.0,16.07,0.84,Below Market Value
EC00472,PRD00472,Cameras,Camcorder,GoPro,2024-02-02,163390,95520,Like New,1,2028-10-02,66550,Individual,Individual,Facebook Marketplace,No,0,3,56,11959,Expired,Not Returned,Yes,No,,0.0,116.01,3.94,47.1,4.5,South,Bengaluru,Resold,LISTING_00472,Like New,95520.0,66550.0,28970.0,30.33,0.7,Below Market Value
EC00473,PRD00473,Laptops,IdeaPad,Lenovo,2024-11-17,94730,45170,Fair,1,2028-11-17,26810,Individual,Individual,Local Dealer,No,0,0,48,9060,Expired,Not Returned,Yes,No,,0.0,80.61,2.42,43.3,3.3,West,Ahmedabad,Resold,LISTING_00473,Fair,45170.0,26810.0,18360.0,40.65,0.59,Below Market Value
EC00474,PRD00474,Laptops,IdeaPad,HP,2021-09-03,158420,83330,Good,3,2023-05-03,83560,Individual,Individual,OLX,Yes,17650,1,20,11819,Expired,Not Returned,Yes,No,,0.0,599.7,9.51,80.1,2.7,East,Bhubaneswar,Resold,LISTING_00474,Good,83330.0,83560.0,-230.0,-0.28,1.0,Above Market Value
EC00475,PRD00475,Fashion,Sneakers,Fossil,2024-04-14,14480,7150,Good,2,2027-05-14,5290,Individual,Individual,OLX,No,0,0,37,11514,Expired,Not Returned,Yes,No,,0.0,76.76,1.08,55.4,3.9,East,Bhubaneswar,Resold,LISTING_00475,Good,7150.0,5290.0,1860.0,26.01,0.74,Below Market Value
EC00476,PRD00476,Laptops,MacBook Air,Lenovo,2023-11-29,113760,57720,Good,4,2025-11-29,47800,Individual,Individual,EchoChain Marketplace,No,0,3,24,11303,Extended,Not Returned,Yes,No,,0.0,336.76,3.35,65.3,5.0,East,Ranchi,Recycled,LISTING_00476,Good,57720.0,47800.0,9920.0,17.19,0.83,Below Market Value
EC00477,PRD00477,Cameras,Mirrorless Camera,Sony,2025-02-09,69070,57230,Fair,1,2028-09-09,20820,Individual,Individual,OLX,Yes,9740,1,43,10308,Expired,Returned,Yes,No,,0.0,358.55,4.31,57.8,3.1,South,Vijayawada,Resold,LISTING_00477,Fair,57230.0,20820.0,36410.0,63.62,0.36,Below Market Value
EC00478,PRD00478,Laptops,ThinkPad,Lenovo,2025-09-02,178620,93610,Good,3,2025-12-02,96540,Business,Individual,OLX,Yes,22900,3,3,459,Active,Not Returned,Yes,No,,0.0,474.1,8.8,79.8,4.4,South,Kochi,Resold,LISTING_00478,Good,93610.0,96540.0,-2930.0,-3.13,1.03,Above Market Value
EC00479,PRD00479,Smartphones,Galaxy S Series,Google,2023-01-29,79160,43120,Like New,3,2025-02-28,41440,Individual,Individual,Cashify,Yes,9140,0,25,4810,Expired,Not Returned,Yes,Yes,2025-06-25,48.96,257.53,24.66,87.8,4.8,East,Kolkata,Resold,LISTING_00479,Like New,43120.0,41440.0,1680.0,3.9,0.96,Below Market Value
EC00480,PRD00480,Home Appliances,Vacuum Cleaner,Daikin,2022-06-22,70190,55840,Good,3,2024-07-22,33440,Individual,Individual,OLX,No,0,1,25,545,Expired,Not Returned,Yes,No,,0.0,218.42,1.23,52.8,4.0,East,Bhubaneswar,Recycled,LISTING_00480,Good,55840.0,33440.0,22400.0,40.11,0.6,Below Market Value
EC00481,PRD00481,Gaming,VR Headset,Microsoft,2023-07-10,106250,96220,Fair,3,2024-08-10,39320,Individual,Individual,Facebook Marketplace,Yes,16310,2,13,3691,Expired,Not Returned,Yes,No,,0.0,538.02,7.91,74.4,3.1,West,Surat,Refurbished,LISTING_00481,Fair,96220.0,39320.0,56900.0,59.14,0.41,Below Market Value
EC00482,PRD00482,Audio,Soundbar,Sennheiser,2022-02-12,44620,27400,Good,2,2024-09-12,21500,Individual,Individual,Amazon Renewed,Yes,2610,0,31,1798,Expired,Not Returned,No,No,,0.0,233.36,3.39,57.5,5.0,East,Guwahati,Refurbished,LISTING_00482,Good,27400.0,21500.0,5900.0,21.53,0.78,Below Market Value
EC00483,PRD00483,Home Appliances,Refrigerator,IFB,2022-06-09,100450,76480,Fair,2,2022-11-09,44970,Individual,Business,Cashify,No,0,2,5,8885,Active,Not Returned,Yes,Yes,2023-02-24,41.42,257.57,24.89,71.3,2.9,West,Nagpur,Resold,LISTING_00483,Fair,76480.0,44970.0,31510.0,41.2,0.59,Below Market Value
EC00484,PRD00484,Home Appliances,Refrigerator,Whirlpool,2023-04-08,29640,25350,Good,1,2027-07-08,9760,Individual,Business,Cashify,Yes,1840,1,51,11575,Expired,Not Returned,Yes,No,,0.0,67.25,2.33,57.2,2.5,East,Bhubaneswar,Refurbished,LISTING_00484,Good,25350.0,9760.0,15590.0,61.5,0.39,Below Market Value
EC00485,PRD00485,Home Appliances,Microwave,LG,2025-03-10,56810,45840,Fair,3,2026-01-10,20790,Individual,Individual,EchoChain Marketplace,No,0,0,10,734,Active,Not Returned,Yes,No,,0.0,211.76,3.26,66.7,3.7,East,Guwahati,Resold,LISTING_00485,Fair,45840.0,20790.0,25050.0,54.65,0.45,Below Market Value
EC00486,PRD00486,Cameras,Camcorder,GoPro,2023-06-22,101520,51140,Fair,4,2025-05-22,32130,Individual,Individual,EchoChain Marketplace,No,0,1,23,10656,Expired,Not Returned,No,No,,0.0,530.18,3.22,76.4,2.7,South,Bengaluru,Recycled,LISTING_00486,Fair,51140.0,32130.0,19010.0,37.17,0.63,Below Market Value
EC00487,PRD00487,Gaming,Controller,Meta,2021-02-05,16500,13910,Good,2,2021-07-05,9650,Business,Individual,EchoChain Marketplace,No,0,0,5,9294,Active,Not Returned,Yes,No,,0.0,49.33,1.2,61.7,2.9,West,Ahmedabad,Refurbished,LISTING_00487,Good,13910.0,9650.0,4260.0,30.63,0.69,Below Market Value
EC00488,PRD00488,Home Appliances,Air Conditioner,Samsung,2022-11-16,97550,59460,Fair,2,2023-09-16,36230,Individual,Business,Amazon Renewed,Yes,11830,0,10,9798,Active,Not Returned,Yes,No,,0.0,410.11,6.4,65.9,3.1,South,Kochi,Refurbished,LISTING_00488,Fair,59460.0,36230.0,23230.0,39.07,0.61,Below Market Value
EC00489,PRD00489,Laptops,IdeaPad,HP,2021-01-20,50790,33770,Good,3,2022-04-20,27650,Individual,Individual,OLX,No,0,3,15,5980,Expired,Not Returned,No,No,,0.0,214.28,3.48,68.0,3.4,South,Vijayawada,Resold,LISTING_00489,Good,33770.0,27650.0,6120.0,18.12,0.82,Below Market Value
EC00490,PRD00490,Laptops,IdeaPad,Lenovo,2021-11-17,90890,44980,Poor,3,2024-08-17,17410,Individual,Individual,Amazon Renewed,No,0,0,33,3894,Expired,Not Returned,Yes,No,,0.0,432.13,2.69,60.2,2.8,South,Chennai,Resold,LISTING_00490,Poor,44980.0,17410.0,27570.0,61.29,0.39,Below Market Value
EC00491,PRD00491,Smartphones,Xperia,Google,2025-12-05,25370,16030,Good,1,2027-07-05,11140,Individual,Individual,EchoChain Marketplace,Yes,3740,1,19,2756,Expired,Not Returned,Yes,No,,0.0,67.27,0.48,65.5,4.2,North,Chandigarh,Resold,LISTING_00491,Good,16030.0,11140.0,4890.0,30.51,0.69,Below Market Value
EC00492,PRD00492,Laptops,MacBook Air,HP,2022-05-27,169860,94110,Good,3,2027-03-27,54740,Individual,Individual,OLX,No,0,0,58,10761,Expired,Not Returned,Yes,Yes,2027-05-29,126.61,805.88,35.53,55.7,3.3,East,Patna,Refurbished,LISTING_00492,Good,94110.0,54740.0,39370.0,41.83,0.58,Below Market Value
EC00493,PRD00493,Smartphones,Xperia,Sony,2022-02-04,100700,91270,Fair,4,2023-08-04,33900,Individual,Business,Facebook Marketplace,No,0,4,18,8414,Expired,Not Returned,Yes,No,,0.0,515.95,2.02,68.6,2.1,West,Nagpur,Resold,LISTING_00493,Fair,91270.0,33900.0,57370.0,62.86,0.37,Below Market Value
EC00494,PRD00494,Laptops,IdeaPad,Acer,2022-10-16,170960,121770,Fair,1,2025-01-16,51260,Individual,Individual,Facebook Marketplace,Yes,19260,1,27,3101,Expired,Not Returned,Yes,No,,0.0,363.72,4.76,59.3,3.9,North,Jaipur,Refurbished,LISTING_00494,Fair,121770.0,51260.0,70510.0,57.9,0.42,Below Market Value
EC00495,PRD00495,Laptops,Inspiron,Apple,2023-08-30,167840,158090,Good,2,2025-07-30,76200,Business,Individual,EchoChain Marketplace,No,0,0,23,7298,Expired,Returned,Yes,No,,0.0,830.65,6.11,53.8,5.0,West,Ahmedabad,Recycled,LISTING_00495,Good,158090.0,76200.0,81890.0,51.8,0.48,Below Market Value
EC00496,PRD00496,Gaming,VR Headset,ASUS,2022-04-16,129050,107430,Fair,4,2025-08-16,37080,Individual,Individual,EchoChain Marketplace,No,0,3,40,1827,Expired,Not Returned,Yes,No,,0.0,325.38,4.85,65.4,2.9,South,Chennai,Resold,LISTING_00496,Fair,107430.0,37080.0,70350.0,65.48,0.35,Below Market Value
EC00497,PRD00497,Gaming,Monitor,Sony,2024-03-12,61690,52760,Good,2,2025-08-12,31090,Individual,Individual,Cashify,No,0,0,17,1015,Expired,Not Returned,Yes,No,,0.0,179.53,3.68,54.3,4.7,North,Lucknow,Resold,LISTING_00497,Good,52760.0,31090.0,21670.0,41.07,0.59,Below Market Value
EC00498,PRD00498,Gaming,Gaming Console,Sony,2024-01-21,28870,15130,Good,3,2024-12-21,15390,Individual,Individual,Facebook Marketplace,No,0,1,11,7810,Active,Not Returned,Yes,No,,0.0,111.43,1.91,60.4,3.8,West,Surat,Recycled,LISTING_00498,Good,15130.0,15390.0,-260.0,-1.72,1.02,Above Market Value
EC00499,PRD00499,Laptops,MacBook Air,Acer,2024-10-09,178380,146500,Fair,3,2026-02-09,70370,Individual,Individual,EchoChain Marketplace,No,0,2,16,9989,Expired,Not Returned,Yes,No,,0.0,597.16,13.09,70.3,3.0,South,Kochi,Resold,LISTING_00499,Fair,146500.0,70370.0,76130.0,51.97,0.48,Below Market Value
EC00500,PRD00500,Laptops,Pavilion,Dell,2023-04-14,173100,135510,Fair,4,2025-07-14,55570,Business,Individual,Local Dealer,Yes,8460,4,27,2941,Expired,Not Returned,Yes,No,,0.0,925.21,5.01,89.1,3.8,West,Mumbai,Recycled,LISTING_00500,Fair,135510.0,55570.0,79940.0,58.99,0.41,Below Market Value
EC00501,PRD00501,Cameras,DSLR,Nikon,2025-12-29,189670,141640,Like New,3,2026-05-29,143180,Individual,Individual,Local Dealer,Yes,11710,4,5,4197,Active,Not Returned,Yes,No,,0.0,746.6,12.11,77.6,5.0,North,Noida,Refurbished,LISTING_00501,Like New,141640.0,143180.0,-1540.0,-1.09,1.01,Above Market Value
EC00502,PRD00502,Laptops,ThinkPad,Lenovo,2022-12-28,116030,64740,Like New,2,2024-03-28,78650,Individual,Individual,Cashify,No,0,0,15,10341,Expired,Not Returned,Yes,No,,0.0,598.31,3.86,58.0,5.0,East,Ranchi,Resold,LISTING_00502,Like New,64740.0,78650.0,-13910.0,-21.49,1.21,Above Market Value
EC00503,PRD00503,Fashion,Denim,Fossil,2023-05-04,15910,12120,Like New,2,2023-09-04,10170,Business,Individual,Local Dealer,No,0,2,4,1148,Active,Not Returned,Yes,No,,0.0,63.25,0.85,62.7,4.1,South,Hyderabad,Refurbished,LISTING_00503,Like New,12120.0,10170.0,1950.0,16.09,0.84,Below Market Value
EC00504,PRD00504,Furniture,Office Chair,IKEA,2021-02-20,18770,16250,Like New,1,2022-09-20,12500,Individual,Individual,Amazon Renewed,No,0,2,19,8671,Expired,Not Returned,Yes,No,,0.0,23.96,1.07,46.2,4.1,South,Chennai,Resold,LISTING_00504,Like New,16250.0,12500.0,3750.0,23.08,0.77,Below Market Value
EC00505,PRD00505,Smartphones,Pixel,Apple,2025-08-16,26720,20190,Fair,1,2025-11-16,10070,Individual,Individual,EchoChain Marketplace,No,0,2,3,3381,Active,Not Returned,Yes,No,,0.0,21.04,2.04,54.9,1.9,East,Kolkata,Resold,LISTING_00505,Fair,20190.0,10070.0,10120.0,50.12,0.5,Below Market Value
EC00506,PRD00506,Smartphones,iPhone,Google,2025-09-18,121620,86080,Poor,3,2030-08-18,19690,Individual,Individual,Local Dealer,No,0,4,59,3334,Expired,Not Returned,Yes,No,,0.0,735.14,9.65,56.8,3.6,East,Patna,Refurbished,LISTING_00506,Poor,86080.0,19690.0,66390.0,77.13,0.23,Below Market Value
EC00507,PRD00507,Audio,Smart Speaker,Boat,2022-07-29,17550,14560,Fair,3,2024-12-29,5510,Individual,Individual,Local Dealer,No,0,0,29,5456,Expired,Not Returned,Yes,No,,0.0,89.05,0.32,62.3,4.7,North,Jaipur,Resold,LISTING_00507,Fair,14560.0,5510.0,9050.0,62.16,0.38,Below Market Value
EC00508,PRD00508,Audio,Smart Speaker,Bose,2024-04-28,1990,920,Good,1,2028-07-28,640,Business,Individual,OLX,No,0,0,51,7778,Expired,Not Returned,Yes,No,,0.0,3.73,0.08,32.5,4.1,West,Mumbai,Landfill,LISTING_00508,Good,920.0,640.0,280.0,30.43,0.7,Below Market Value
EC00509,PRD00509,Gaming,VR Headset,Microsoft,2024-02-23,34510,31350,Like New,1,2028-05-23,14140,Business,Individual,Facebook Marketplace,No,0,1,51,6152,Expired,Not Returned,Yes,Yes,2028-07-16,7.66,33.58,6.22,49.9,3.4,South,Vijayawada,Recycled,LISTING_00509,Like New,31350.0,14140.0,17210.0,54.9,0.45,Below Market Value
EC00510,PRD00510,Audio,Headphones,Sennheiser,2021-05-30,40520,22100,Fair,1,2025-06-30,10760,Business,Individual,Amazon Renewed,Yes,1870,0,49,2644,Expired,Not Returned,No,No,,0.0,107.12,2.01,54.9,2.9,South,Bengaluru,Resold,LISTING_00510,Fair,22100.0,10760.0,11340.0,51.31,0.49,Below Market Value
EC00511,PRD00511,Gaming,Controller,Microsoft,2021-11-10,14620,7610,Good,1,2024-03-10,6190,Individual,Individual,EchoChain Marketplace,No,0,4,28,9651,Expired,Not Returned,No,No,,0.0,26.65,0.61,41.1,3.9,North,Chandigarh,Recycled,LISTING_00511,Good,7610.0,6190.0,1420.0,18.66,0.81,Below Market Value
EC00512,PRD00512,Laptops,Pavilion,Dell,2022-07-24,52070,39840,Good,5,2027-04-24,19630,Individual,Business,Facebook Marketplace,No,0,0,57,3806,Expired,Not Returned,Yes,No,,0.0,356.57,3.76,79.5,4.7,South,Vijayawada,Refurbished,LISTING_00512,Good,39840.0,19630.0,20210.0,50.73,0.49,Below Market Value
EC00513,PRD00513,Smartphones,Pixel,Samsung,2024-09-27,40080,27840,Good,2,2025-03-27,21640,Individual,Individual,Facebook Marketplace,No,0,0,6,2705,Active,Not Returned,Yes,No,,0.0,137.05,2.14,47.1,4.9,East,Kolkata,Refurbished,LISTING_00513,Good,27840.0,21640.0,6200.0,22.27,0.78,Below Market Value
EC00514,PRD00514,Gaming,Controller,Microsoft,2021-11-01,178380,148170,Fair,1,2023-07-01,60260,Individual,Individual,Local Dealer,No,0,3,20,11574,Expired,Not Returned,Yes,No,,0.0,213.16,8.3,39.1,3.8,West,Surat,Resold,LISTING_00514,Fair,148170.0,60260.0,87910.0,59.33,0.41,Below Market Value
EC00515,PRD00515,Furniture,Bookshelf,Urban Ladder,2025-09-12,46740,22620,Good,1,2027-02-12,24990,Individual,Individual,OLX,Yes,2700,3,17,11823,Expired,Not Returned,Yes,No,,0.0,162.66,1.73,60.8,5.0,East,Patna,Refurbished,LISTING_00515,Good,22620.0,24990.0,-2370.0,-10.48,1.1,Above Market Value
EC00516,PRD00516,Audio,Smart Speaker,Bose,2022-11-13,37360,28760,Like New,3,2026-04-13,17620,Individual,Business,OLX,No,0,1,41,9795,Expired,Not Returned,No,No,,0.0,97.13,1.63,58.6,4.1,West,Ahmedabad,Resold,LISTING_00516,Like New,28760.0,17620.0,11140.0,38.73,0.61,Below Market Value
EC00517,PRD00517,Home Appliances,Washing Machine,Samsung,2023-04-18,59750,34170,Fair,2,2024-09-18,23120,Individual,Business,Local Dealer,No,0,1,17,8300,Extended,Not Returned,Yes,No,,0.0,152.62,2.42,55.0,3.6,East,Patna,Resold,LISTING_00517,Fair,34170.0,23120.0,11050.0,32.34,0.68,Below Market Value
EC00518,PRD00518,Fashion,Backpack,Levi's,2025-12-12,13560,6540,Good,2,2027-08-12,6810,Individual,Business,EchoChain Marketplace,Yes,1130,0,20,3384,Expired,Not Returned,Yes,No,,0.0,50.14,0.95,64.0,3.2,East,Kolkata,Resold,LISTING_00518,Good,6540.0,6810.0,-270.0,-4.13,1.04,Above Market Value
EC00519,PRD00519,Cameras,DSLR,GoPro,2023-12-14,192230,181300,Fair,1,2024-06-14,74210,Individual,Individual,OLX,Yes,23790,2,6,10143,Active,Returned,Yes,No,,0.0,455.71,4.66,64.7,3.6,South,Kochi,Resold,LISTING_00519,Fair,181300.0,74210.0,107090.0,59.07,0.41,Below Market Value
EC00520,PRD00520,Laptops,Pavilion,Acer,2023-09-30,45090,41750,Fair,4,2024-03-30,18970,Individual,Individual,Local Dealer,No,0,0,6,5211,Active,Not Returned,No,No,,0.0,108.43,3.11,73.0,3.5,West,Nagpur,Landfill,LISTING_00520,Fair,41750.0,18970.0,22780.0,54.56,0.45,Below Market Value
